precision,recall,threshold
0.10805084745762712,1.0,2.4696462570473975e-05
0.10828025477707007,1.0,2.4727985650865202e-05
0.10874200426439233,1.0,2.484765090042647e-05
0.10897435897435898,1.0,2.523821945451743e-05
0.10920770877944326,1.0,2.530797181661273e-05
0.10944206008583691,1.0,2.5631047782385862e-05
0.10967741935483871,1.0,2.5690774316842818e-05
0.10991379310344827,1.0,2.573459521242613e-05
0.1101511879049676,1.0,2.6079470752700014e-05
0.11038961038961038,1.0,2.6094705982082433e-05
0.11062906724511931,1.0,2.623914020169138e-05
0.1108695652173913,1.0,2.652744668202759e-05
0.1111111111111111,1.0,2.6527713364148286e-05
0.11135371179039301,1.0,2.6534262260593556e-05
0.11159737417943107,1.0,2.660760335790242e-05
0.1118421052631579,1.0,2.6634735549286023e-05
0.11208791208791209,1.0,2.68799870155375e-05
0.11233480176211454,1.0,2.6991266605305876e-05
0.11258278145695365,1.0,2.7049617837144775e-05
0.11333333333333333,1.0,2.7125190772069412e-05
0.11358574610244988,1.0,2.7144263517681657e-05
0.11383928571428571,1.0,2.7163699773704474e-05
0.11409395973154363,1.0,2.7424382330056056e-05
0.11434977578475336,1.0,2.744316213224552e-05
0.1146067415730337,1.0,2.7580900304933164e-05
0.11486486486486487,1.0,2.78707616200986e-05
0.11512415349887133,1.0,2.7912097217255144e-05
0.11538461538461539,1.0,2.804411775580141e-05
0.11564625850340136,1.0,2.8062158361596745e-05
0.1159090909090909,1.0,2.808846681304745e-05
0.11617312072892938,1.0,2.8247836358818592e-05
0.11643835616438356,1.0,2.8340343105191546e-05
0.11697247706422019,1.0,2.843027638387234e-05
0.11724137931034483,1.0,2.8520693343692153e-05
0.1175115207373272,1.0,2.8829112661519174e-05
0.11778290993071594,1.0,2.8985608237444275e-05
0.11805555555555555,1.0,2.899031270828287e-05
0.11832946635730858,1.0,2.900468844811356e-05
0.1186046511627907,1.0,2.904421511282927e-05
0.11888111888111888,1.0,2.908663941397362e-05
0.1191588785046729,1.0,2.927867232488451e-05
0.11943793911007025,1.0,2.9318467029290098e-05
0.11971830985915492,1.0,2.9414510836225683e-05
0.12,1.0,2.9858250672439536e-05
0.12028301886792453,1.0,3.0071038001278543e-05
0.12056737588652482,1.0,3.0161560277087333e-05
0.12085308056872038,1.0,3.033260471305389e-05
0.12114014251781473,1.0,3.055791927953511e-05
0.12142857142857143,1.0,3.065262814908533e-05
0.12171837708830549,1.0,3.07913220850004e-05
0.12200956937799043,1.0,3.105976417213122e-05
0.1223021582733813,1.0,3.1246938659580576e-05
0.12259615384615384,1.0,3.1374277974089325e-05
0.12289156626506025,1.0,3.1527761183966245e-05
0.12318840579710146,1.0,3.168762790093802e-05
0.1234866828087167,1.0,3.220567642351822e-05
0.12378640776699029,1.0,3.2791660875458265e-05
0.12408759124087591,1.0,3.3274139099841183e-05
0.12439024390243902,1.0,3.349839771296348e-05
0.12469437652811736,1.0,3.352808137944572e-05
0.125,1.0,3.3839761575764494e-05
0.12530712530712532,1.0,3.390764507900145e-05
0.12561576354679804,1.0,3.4554202296892896e-05
0.1259259259259259,1.0,3.480063955767961e-05
0.12623762376237624,1.0,3.481777637001347e-05
0.12655086848635236,1.0,3.4941590535969825e-05
0.12686567164179105,1.0,3.5926347575426666e-05
0.12718204488778054,1.0,3.594958093801163e-05
0.1275,1.0,3.5967846569242553e-05
0.12781954887218044,1.0,3.6782960040958855e-05
0.12814070351758794,1.0,3.702643055810014e-05
0.12846347607052896,1.0,3.738142999711094e-05
0.12878787878787878,1.0,3.863843426250843e-05
0.1291139240506329,1.0,3.869640933729091e-05
0.12944162436548223,1.0,3.878731556468844e-05
0.1297709923664122,1.0,3.925029535417193e-05
0.13010204081632654,1.0,3.991579894944162e-05
0.13043478260869565,1.0,3.996501151526995e-05
0.13076923076923078,1.0,4.0309042835988584e-05
0.13110539845758354,1.0,4.031670708808978e-05
0.13144329896907217,1.0,4.044774956557928e-05
0.13178294573643412,1.0,4.1065250722616734e-05
0.13212435233160622,1.0,4.12342688770878e-05
0.13246753246753246,1.0,4.140582923026052e-05
0.1328125,1.0,4.15527215605673e-05
0.13315926892950392,1.0,4.175787171354503e-05
0.13350785340314136,1.0,4.2456861366314255e-05
0.13385826771653545,1.0,4.2642366990541224e-05
0.13421052631578947,1.0,4.307106240049917e-05
0.1345646437994723,1.0,4.321237588720389e-05
0.1349206349206349,1.0,4.3214609754420895e-05
0.13527851458885942,1.0,4.3410029606967214e-05
